index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
23754,Dry Pants Diapers - X-Large,Baby Care,Diapers & Wipes,Huggies,182.09,199.0,Diapers,4.6,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
23815,Baby Wet Wipes,Baby Care,Diapers & Wipes,Canopus,75.0,75.0,Baby Wipes,,"These baby wet wipes are mild and soft on the sensitive skin of the baby. It will provide a refreshing change for your baby and comfortable as well. Also, it is safe, hygienic and handy to keep. They are thick and makes cleaning easy and efficient."
23860,Baby Skincare Wipes - Super Saver Pack,Baby Care,Diapers & Wipes,Johnson's baby,412.8,430.0,Baby Wipes,4.6,"Johnson's baby wipes with lid protects newborn delicate skin from redness and rashes.
Johnson's baby wipes have sponge-like fibres with 3x moisturizing lotion for soft and gentle care for a newborn.
Alcohol-free, soap-free.
Every Johnson’s product passes a 5 level safety assurance process.
No harmful chemicals. Only 100% gentle care.
Fliptop on the pack helps keep moisture locked in for longer use.
Clinically mildness proven."
23866,Baby Happy Small - 44 Diapers,Baby Care,Diapers & Wipes,Bella,510.0,529.0,Diapers,4.4,"Bella Baby Happy is the European brand of premium Baby diapers, IMPORTED FROM EUROPE. Happy diapers are featured with cutting - edge DIAPER RASH FREE SYSTEM - a complex of unique features that keep your Baby's skin healthy. Happy diapers prevent the appearance of rashes irritations, allergies and reddening. AIR CIRCULATION - special outer cover allows full air circulation that keeps the right temperature inside a diaper, lets the vapour go through and keeps your Baby's skin dry, fresh and healthy. GREEN TEA EXTRACT - green tea extract has antibacterial & anti-inflammatory properties and it neutralizes the unpleasant smell. SKIN FRIENDLY TECHNOLOGY - latex and chlorine-free components minimise the risk of rashes and allergic reactions. MAGIC GEL - magic pearls transform the liquid into gel and isolate wetness from Baby's bottom. Fast absorption effectively protects against leakages and ensures maximum dryness. Gentle gathers on both sides of a diaper hold the moisture inside and prevent leakages. Elastic tapes guarantee freedom of movement with no pressure on Baby's delicate skin. Symmetrical pictures in front of a diaper enable proper fastening. Wetness indicator informs when a diaper should be changed"
24063,Baby Small - 40 Diaper Pants,Baby Care,Diapers & Wipes,Pigeon,799.0,799.0,Diapers,,"Pigeon baby diaper pants are specially designed for your baby’s regular hygiene needs. The silky soft top sheet and soft elastic waistbands help in your baby’s comfortable movement. Crisscross pattern and highly absorbent material help your baby to stay protected for up to 12 hours. The highly breathable back sheet allows easy airflow, thus helping to prevent diaper rashes. The diaper comes with a wetness indicator to help you indicate the right time to change."
24282,Reusable Diaper Insert Pads - XL,Baby Care,Diapers & Wipes,Paw Paw,209.0,209.0,Diapers,3.5,"India's no.1 reusable diaper, Paw Paw Diaper Insert Pad is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. With a unique rapisoak technology, this diaper has fine stitching which is tough to break and no colouring agent is used. Its feathery soft touch is perfect for your little one's skin."
24289,Baby Dry Large (9-14 kg) - 5 Diapers,Baby Care,Diapers & Wipes,Pampers ,88.2,90.0,Diapers,3.1,"Pampers Disposable Diapers provide an exclusive absorbent system featuring 4 layers of magical gel to ensure that your baby remains dry for up to 10 hours. It contains with thin magical gel, these disposable diapers come with leg elastic for correct fit."
24461,"Premium Soft Diaper Pants -  Medium, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,5.0,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
24797,Natural Diaper Rash Cream,Baby Care,Diapers & Wipes,The Moms Co,199.0,199.0,Nappies & Rash Cream,4.5,"Our Fast-acting Best Natural Diaper Rash Cream with 15% Zinc Oxide, Hydrolized Oat Protein & Organic Chamomile Oil helps, prevents, treats and quickly soothe the skin inflammation."
24963,Standard Large - 34 Diaper Pants,Baby Care,Diapers & Wipes,Mamypoko,328.0,399.0,Diapers,4.2,"MamyPoko Pants is a pant style diaper that can be used most comfortably for the baby at night. These easy to pull up pants gives 10 hrs leakage protection, therefore, your baby can sleep soundly all night and wake up with a big smile in the morning."
25002,"Baby Diaper - Pants, Large, 9-14 kg, Soft Cotton, Soaks up to 12 Hours",Baby Care,Diapers & Wipes,Pampers ,1367.04,2298.0,Diapers,4.2,"Pampers baby-dry pants style diapers are the only pants in India with new air channels providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit and comes equipped with a flexible waistband that adapts to the baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep. It also comes with a wide variety of fun exterior graphics, designs and characters for your baby to enjoy."
25020,Diaper Pants Super Value Box - Small,Baby Care,Diapers & Wipes,Pampers ,2799.0,2799.0,Diapers,3.6,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby’s body. Flexible waistband that adapts to baby’s movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby’s delicate skin from diaper rash and irritation. A top layer with cotton-like soft material, for a comfortable night’s sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
25022,"Premium Soft Diaper Pants - Large, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,1799.25,2399.0,Diapers,,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
25214,Baby Skincare Wipes - Sea Breeze,Baby Care,Diapers & Wipes,bigbasket,99.0,169.0,Baby Wipes,4.3,"bigbasket Wet Wipes are made from finest quality material which gives it a distinct honey comb look. Ingredients used in these wipes are absolutely safe and free from harmful chemicals like paraben and alcohol. bigbasket Wet Wipes come in three different fragrances Fresh, Sea Breeze and Cherry. These Wipes have aloe vera as key ingredient which makes it the best choice for baby hygiene, make-up remover, sanitizing your face and hand after a long drive, sports or any other situation where you need a quick hygiene solution."
25328,Rich Moisture Baby Wipes,Baby Care,Diapers & Wipes,Baby Dove,114.75,135.0,Baby Wipes,4.3,"What are the best baby wipes- If you ask us, they should shield and soothe babys skin after every diaper change. Extra-mild and non-irritating, Baby Dove Rich Moisture Baby Care Wipes are suitable for using all over - not only on babys bottom but to gently clean delicate hands, face and body, leaving your babys skin feeling soft. If you like baby wipes that leave your little ones skin perfectly clean, as well as moisturised, these Baby Dove baby wipes are really for you. With a dermatologically and pediatrically tested, hypoallergenic and alcohol-free formula, there is no need to look for special newborn baby wipes - Baby Dove Rich Moisture Baby Care Wipes are gentle as water and suitable and safe for your littlest little one as they are created with no parabens, no dyes and no phthalates. And with an easy-to-use pack that stays fresh even after opening, you can easily pull individual baby wipes to get to the action quickly and effectively. So what are you waiting for- Buy it now for your baby!"
25669,Nature Care Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,1091.09,1199.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator."
25698,Total Care Extra Large,Baby Care,Diapers & Wipes,Himalaya Baby,940.0,1000.0,Diapers,3.9,"Your baby requires the utmost care. Himalaya Total Care Baby Pants is a one-step diaper solution specially designed for comfort, protection and total care of baby's skin. Himalaya Total Care Baby Pants comes in an easy to wear pant style design that offers a soft and comfortable fit & are easy to pull on and off. Enriched with the goodness of Aloe vera and Yashada bhasma, Himalaya Total Care Baby Pants offers a protective anti-rash shield that reduces the activity of harmful enzymes and prevents diaper rash."
25867,Soothing Baby Wipes,Baby Care,Diapers & Wipes,Himalaya,79.0,79.0,Baby Wipes,4.4,"Soothing baby wipes from Himalaya soothes the skin and relaxes the baby. Combining the unique benefits of Lavender, Aloe Vera, Almond Oil, Five-Leaved Chaste Tree and Indian Madder, these wipes soothe, moisturize and protect the skin. It helps in calming the baby and promoting sleep. It is advised to use the wipes before baby’s bedtime in order to to have a peaceful sleep."
26047,"Total Care Baby Pants - X-Large, 9S",Baby Care,Diapers & Wipes,Himalaya,150.0,150.0,Diapers,4.7,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep."
26135,Dry Pants Diapers - Small,Baby Care,Diapers & Wipes,Huggies,144.0,199.0,Diapers,3.8,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
26158,Premium Soft Diaper Pants - Large Size,Baby Care,Diapers & Wipes,Huggies,1780.52,2398.0,Diapers,,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
26210,Diapers For Newborn - 2-5 Kg,Baby Care,Diapers & Wipes,Bella baby Happy,699.0,699.0,Diapers,,"Bella Baby Happy is the European brand of premium Baby products created with love for the little ones and introduced in India to ensure the highest comfort of care, so Mom and Baby can cherish the unforgettable moments of happiness together. Early care system newborns and infants require especially gentle care, that’s why early care system consists of qualities most vital for them – softness, gentleness and avoiding rushes and irritations to the sensitive skin. Specially embossed inner non-woven material provides quick absorption, and its gentle, soft structure tucks in the sensitive skin of the littlest ones along with soft outer layer that makes the diaper feel like the softest underwear. The breathable outer layer protects against irritations and wetness indicator lets the parents decide when to change the diaper. Imported from Europe Extra soft cover super soft external layer of the diaper provides a feeling of exceptional softness and comfort. Wetness indicator to ensure that your baby will always have dry skin. Happy diapers do not have any synthetic fragrances,o not contain raw material bleached with elemental chlorine and do not contain latex elements which may cause irritations in people sensitive to this material. Happy diapers are dermatologically tested."
26290,New Dry Diapers - Large,Baby Care,Diapers & Wipes,Huggies,430.05,470.0,Diapers,3.8,One of the most important baby care products that you buy for your baby is diapers. A good quality diaper can help keep your baby comfortable during play as well as sleep time. Choose Huggies New Dry Diapers – these diapers are highly absorbent and help in keeping your baby’s skin dry & fresh. These diapers are suitable for your baby’s skin to ensure uninterrupted play and nap time. Huggies New Dry is available in different sizes from Small to Large to suit your baby.
26352,Premium Soft Diaper Pants - Extra Large Size,Baby Care,Diapers & Wipes,Huggies,1091.09,1199.0,Diapers,,"Our softest for your softest. Introducing the premium soft pants with the breakthrough silky cocoon design from Huggies. Huggies premium soft pants diapers with silky cocoon silken outer cover provide luxurious, silky softness and a wetness indicator."
26426,Baby Fun - Baby Wipes,Baby Care,Diapers & Wipes,Freshones,155.0,155.0,Baby Wipes,4.0,"Baby wies are soft like baby's wash cloth, pre-mosteded with purified water and mild fragrance"
26464,Extra Absorb Large - 64 Diapers,Baby Care,Diapers & Wipes,Mamypoko,700.0,999.0,Diapers,4.3,"MamyPoko Pants Extra Absorb is a Pant Style diaper that can be used most comfortably for the baby at night. Because of the powerful slim core that can absorb up to 12 hours, it prevents leakage till morning. Therefore baby can sleep soundly all night and wake up with a big smile in the morning."
26560,Premium Paraben Free Baby Wet Wipes With Aloe Vera,Baby Care,Diapers & Wipes,Bodyguard,380.0,500.0,Baby Wipes,4.8,"BodyGuard’ Premium Baby Wet Wipes are specially made to take care of a baby.
Each wipe is

Enriched with Aloe Vera Extracts for a soft & moisturised feel.
Contains special conditioners & emollients to nourish the skin.
Ideal for cleansing during the diaper change. Probably the safest wipes for your kid with 98% DM water"
26579,Baby Diapers - Medium,Baby Care,Diapers & Wipes,Himalaya,675.0,675.0,Diapers,3.7,"Almost every baby will have diaper rash or diaper dermatitis before the age of three due to many contributing factors including poor quality diapers. It is estimated that 25% to 65% of diaper-wearing infants are affected by diaper dermatitis, making it one of the most common skin conditions in babies. Increased wetness, the mixing of faeces and urine, and a higher skin pH can cause faecal enzyme and microbe activity, which can lead to severe diaper rash. Himalaya Baby Diapers, with its unique, soft and easy-to-fit design, is specially formulated to provide the greatest comfort and care to your baby. Himalaya Baby Diaper is enriched with a blend of natural ingredients, Aloe Vera and Yashada Bhasma. With the added benefit of a super absorbent polymer layer, the diaper absorbs multiple wettings and ensures maximum protection from dampness, so that your baby gets undisturbed and restful sleep. Our ultra-soft diapers are clinically tested, hypoallergenic and free from fragrances."
26607,Premium Soft Diaper Pants - Extra Large,Baby Care,Diapers & Wipes,Huggies,363.09,399.0,Diapers,,"Our softest for your softest. Introducing the premium soft pants with the breakthrough silky cocoon design from Huggies. Huggies premium soft pants diapers extra-large size pack with silky cocoon silken outer cover provides luxurious, silky softness and a wetness indicator."
26750,"Pampers New X-Large Size Diapers Pants, 21 Count",Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.4,"Pampers baby diaper pants are the only pants in India with new air channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks the wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby's body. A flexible waistband that adapts to the baby's movements for a comfortable fit. Baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with the cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
26754,Baby Happy Large - 48 Diapers,Baby Care,Diapers & Wipes,Bella,739.0,739.0,Diapers,5.0,"Bella Baby Happy is the European brand of premium Baby diapers, IMPORTED FROM EUROPE. Happy diapers are featured with cutting - edge DIAPER RASH FREE SYSTEM - a complex of unique features that keep your Baby's skin healthy. Happy diapers prevent the appearance of rashes irritations, allergies and reddening. AIR CIRCULATION - special outer cover allows full air circulation that keeps the right temperature inside a diaper, lets the vapour go through and keeps your Babys skin dry, fresh and healthy. GREEN TEA EXTRACT - green tea extract has antibacterial & anti-inflammatory properties and it neutralizes unpleasant smell. SKIN FRIENDLY TECHNOLOGY - latex and chlorine free components minimise the risk of rashes and allergic reactions. MAGIC GEL - magic pearls transform the liquid into gel and isolate wetness from Baby's bottom. Fast absorption effectively protects against leakages and ensures maximum dryness. Gentle gathers on both sides of a diaper hold the moisture inside and prevent leakages. Elastic tapes guarantee freedom of movement with no pressure on Baby's delicate skin. Symmetrical pictures in front of a diaper enable proper fastening."
26905,Diaper Rash Cream,Baby Care,Diapers & Wipes,Himalaya Baby,120.0,120.0,Nappies & Rash Cream,4.3,"Himalaya Diaper Rash Cream, Almond Oil, Yashada Bhasma: A Specially formulated mild cream that results that rashes, Inflammation and irritation caused due to rubbing of diapers against baby's soft skin, Nirgundi extract relives pain, Yashada bhasma aids in healing the rashes, Aloe vera and Almond Oil soothe the skin."
26999,Pants Extra Absorb Diaper - Medium Size,Baby Care,Diapers & Wipes,Mamypoko,1339.0,1998.0,Diapers,4.3,"MamyPoko Pants Extra Absorb with a crisscross absorbent sheet which absorbs 7 glasses of urine and spreads it equally, so there's no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage."
27002,Diaper Pants - XX-Large,Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Diapers,4.1,"Pampers baby diaper pants are the only pants in India with new air channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks the wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby's body. A flexible waistband that adapts to the baby's movements for a comfortable fit. Baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with the cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
27099,Wonder Pants - Medium,Baby Care,Diapers & Wipes,Huggies,504.0,699.0,Diapers,4.2,"Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary Dry Touch Sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants."
27241,"Pants Extra Absorb Diaper For New Born - Up to 5 Kg, NB-1",Baby Care,Diapers & Wipes,Mamypoko,538.0,699.0,Diapers,4.3,"MamyPoko Pants Extra Absorb with crisscross absorbent sheet which absorbs 7 glasses of urine and spreads it equally, so there's no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage. Diaper does not get heavy because urine does not get collected at one place because of its crisscross absorbent sheet. Its breathable cotton like cover prevents stuffiness even when used for long hours. It comes with Cute Poko Chan Designs. It is easy to wear."
27447,Smart Baby Diaper Pants - Large,Baby Care,Diapers & Wipes,Bebe,1049.0,1049.0,Diapers,,Bebe baby-dry pants style diapers providing your baby with the comfort of dryness overnight. It comes with a magic gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit and comes equipped with a flexible waist band that adapts to babys movements for a comfortable fit. It helps protect your babys delicate skin from diaper rash and irritation. It also comes equipped with a top layer with cotton-like soft material for a comfortable nights sleep.
27469,Baby Diapers - Small,Baby Care,Diapers & Wipes,Himalaya,650.0,650.0,Diapers,3.7,"Almost every baby will have diaper rash or diaper dermatitis before the age of three due to many contributing factors including poor quality diapers. It is estimated that 25% to 65% of diaper-wearing infants are affected by diaper dermatitis, making it one of the most common skin conditions in babies. Increased wetness, the mixing of faeces and urine, and a higher skin pH can cause faecal enzyme and microbe activity, which can lead to severe diaper rash. Himalaya Baby Diapers, with its unique, soft and easy-to-fit design, is specially formulated to provide the greatest comfort and care to your baby. Himalaya Baby Diaper is enriched with a blend of natural ingredients, Aloe Vera and Yashada Bhasma. With the added benefit of a super absorbent polymer layer, the diaper absorbs multiple wettings and ensures maximum protection from dampness, so that your baby gets undisturbed and restful sleep. Our ultra-soft diapers are clinically tested, hypoallergenic and free from fragrances."
